orbital_period,transit_duration,transit_depth,planet_radius,radius_ratio,stellar_teff,stellar_radius,stellar_mass,insolation_flux,teq,label,mission
8.60133,4.0536,0.2804,5.31,0.0479,,1.016,,,,CANDIDATE,K2
29.8411,5.28,0.2388,5.23,0.0472,,1.016,,,,CANDIDATE,K2
16.692356,5.5296,,17.0,0.1733,,0.9,,,,CANDIDATE,K2
4.833191,4.8,1.8419,25.31,0.1257,,1.8456,,,,CANDIDATE,K2
1.3194719,3.1872,1.2036,14.3,0.1004,,1.31,,,,CANDIDATE,K2
1.319474,3.1296,,16.6,0.0987,,1.54,,,,CANDIDATE,K2
21.587326,,,1.78061635,0.011133,6244.0,1.466377,,,,CANDIDATE,K2
3.04108,3.84,0.0563,11.9,0.057,,1.91,,,,CANDIDATE,K2
3.041617,,,8.9894717,0.094331,5250.0,0.873673,,,,CANDIDATE,K2
0.4951253,2.5608,0.08276,28.8,0.141,,1.87,,,,CANDIDATE,K2
1.589843,2.388,0.1741,49.0,0.114,,3.93,,,,CANDIDATE,K2
8.421659,,,3.45758743,0.025782,5779.0,1.229497,,,,CANDIDATE,K2
8.42177,0.6984,0.0837,3.13,0.0273,,1.0511,,,,CANDIDATE,K2
9.811589,4.4,,4.253,0.0207,5953.0,1.882,1.506,,,CANDIDATE,K2
11.587502,3.9,,21.9,0.202,,1.0,,,,CANDIDATE,K2
1.549318,4.0176,3.789,42.6,0.235,,1.67,,,,CANDIDATE,K2
5.049068,4.2,,2.594,0.0161,6262.0,1.476,1.198,,,CANDIDATE,K2
5.0521,,,2.1388,,6262.0,1.476,1.198,1073.998,,CANDIDATE,K2
1.9363475,2.2704,2.4595,46.0,0.25,,1.687,,,,CANDIDATE,K2
1.157563,0.0,,12.3,0.0777,,1.46,,,,CANDIDATE,K2
2.17469,1.08,0.0251,1.8,0.0152,,1.083,,,,CANDIDATE,K2
1.658223,2.904,0.01093,0.867,0.00867,,0.917,,,,CANDIDATE,K2
0.56007,2.448,0.01663,1.67,0.0348,,0.441,,,,CANDIDATE,K2
4.88451,3.0,1.647,16.1,0.202,,0.73,,,,CANDIDATE,K2
4.35967,1.8576,0.1568,2.31,0.0379,,0.559,,,,CANDIDATE,K2
1.81053,1.68,0.0326,1.024,0.0173,,0.543,,,,CANDIDATE,K2
20.94388,3.672,0.4736,170.0,0.125,,12.43,,,,CANDIDATE,K2
20.943909,3.4896,,591.1,0.4686,,11.57,,,,CANDIDATE,K2
0.944284,4.032,0.0271,1.48,0.0199,,0.684,,,,CANDIDATE,K2
5.292605,,,9.9778729,0.094335,5689.0,0.969695,,,,CANDIDATE,K2
5.292627,3.2952,1.0517,10.98,0.09517,,1.058,,,,CANDIDATE,K2
5.29266,3.3,,9.6,0.0879,,1.0,,,,CANDIDATE,K2
0.515013,0.0,,26.1,0.1838,,1.3,,,,CANDIDATE,K2
0.5150196,1.9752,0.602,36.2,0.27,,1.23,,,,CANDIDATE,K2
26.4837,6.048,0.0201,1.98,0.0132,,1.378,,,,CANDIDATE,K2
2.08807,3.072,0.0717,12.4,0.0255,,4.44,,,,CANDIDATE,K2
34.3797,3.912,1.943,118.0,0.268,,4.0,,,,CANDIDATE,K2
15.6594,6.864,0.253,37.0,0.084,,4.0,,,,CANDIDATE,K2
1.4095126,3.2904,1.908,70.0,0.353,,1.82,,,,CANDIDATE,K2
3.22513,1.68,0.24,2.33,0.0489,,0.437,,,,CANDIDATE,K2
4.9234,2.016,0.021,1.18,0.014,,0.776,,,,CANDIDATE,K2
8.03216,5.808,0.01484,2.42,0.01198,,1.85,,,,CANDIDATE,K2
17.093319,2.268,2.8067,17.7,0.38,,0.426,,,,CANDIDATE,K2
17.093491,2.2608,,32.5,0.4514,,0.66,,,,CANDIDATE,K2
50.693644,,,8.68300668,0.100393,5220.0,0.792931,,,,CANDIDATE,K2
50.69369,4.4328,1.1041,8.85,0.1039,,0.781,,,,CANDIDATE,K2
50.6939885,4.068,1.12,8.48837,,5216.0,0.78,,2.9319,364.0,CANDIDATE,K2
0.7988453,1.0968,0.1357,6.2,0.079,,0.728,,,,CANDIDATE,K2
0.7988525,0.831,0.17,4.00703,,4785.0,0.86,,512.916,1325.0,CANDIDATE,K2
0.4378443,2.2248,0.553,41.0,0.293,,1.3,,,,CANDIDATE,K2
13.26931,3.7128,0.3648,23.8,0.194,,1.127,,,,CANDIDATE,K2
7.119856,,,1.8797781,0.020218,5318.0,0.852371,,,,CANDIDATE,K2
7.12113,1.944,0.0482,1.99,0.0214,,0.853,,,,CANDIDATE,K2
8.904672,3.0864,1.232,26.1,0.236,,1.014,,,,CANDIDATE,K2
8.90003342005,1.8542477,2.21632826,15.12617706,,5854.0,1.0044,,144.377,884.09,CANDIDATE,K2
8.904519,2.9496,,36.9,0.3805,,0.89,,,,CANDIDATE,K2
2.504853,2.2392,0.1806,3.95,0.0401,,0.905,,,,CANDIDATE,K2
2.5048178,2.077,0.1723,3.9467,,5328.0,0.92,,448.655,1282.0,CANDIDATE,K2
3.68034,,,1.06218625,0.012565,5121.0,0.774992,,,,CANDIDATE,K2
3.68047,2.112,0.0191,1.11,0.0131,,0.777,,,,CANDIDATE,K2
2.6017,1.68,0.0285,1.47,0.0161,,0.839,,,,CANDIDATE,K2
15.960128,4.8888,,19.5,0.2049,,0.87,,,,CANDIDATE,K2
16.9616,5.424,0.0413,2.7,0.0194,,1.277,,,,CANDIDATE,K2
0.7175747,1.524,2.514,28.1,0.315,,0.818,,,,CANDIDATE,K2
5.1645,2.112,0.0867,0.784,0.0282,,0.255,,,,CANDIDATE,K2
3.44795,1.752,0.0715,0.97,0.0268,,0.332,,,,CANDIDATE,K2
,4.368,1.408,36.0,0.274,,1.208,,,,CANDIDATE,K2
0.5551606,1.0632,0.11,11.4,0.063,,1.657,,,,CANDIDATE,K2
6.26242,2.232,0.0628,2.03,0.0244,,0.762,,,,CANDIDATE,K2
24.4131,2.04,1.72,15.3,0.22,,0.64,,,,CANDIDATE,K2
4.02748,1.248,0.0399,1.24,0.0193,,0.5901,,,,CANDIDATE,K2
10.55369,3.768,0.0906,2.72,0.0283,,0.88,,,,CANDIDATE,K2
41.55209,2.952,0.3044,4.3,0.054,,0.73,,,,CANDIDATE,K2
41.552934,,,4.15834582,0.052647,4895.0,0.724128,,,,CANDIDATE,K2
23.607902,,,3.11864589,0.025639,6057.0,1.115157,,,,CANDIDATE,K2
23.6088,6.0,0.0783,3.43,0.0261,,1.203,,,,CANDIDATE,K2
23.610939,5.8392,,3.0,0.0251,,1.09,,,,CANDIDATE,K2
21.98131,4.6,,197.025,0.0805,4491.0,22.415,1.077,,,CANDIDATE,K2
9.64954,1.0056,0.19,2.74,0.0423,,0.593,,,,CANDIDATE,K2
6.5534,2.52,0.01924,1.11,0.01331,,0.766,,,,CANDIDATE,K2
0.6719977,1.716,0.2257,25.2,0.129,,1.79,,,,CANDIDATE,K2
4.4358,0.936,0.0197,1.3,0.0135,,0.879,,,,CANDIDATE,K2
4.435717,,,1.32476068,0.014345,5374.0,0.846676,,,,CANDIDATE,K2
3.31347,2.976,0.0775,3.8,0.042,,0.824,,,,CANDIDATE,K2
1.72767,1.3704,,21.3,0.5253,,0.37,,,,CANDIDATE,K2
4.69942,3.792,0.0601,2.5,0.038,,0.605,,,,CANDIDATE,K2
4.7535,,,1.5147,,5986.0,1.27,0.982,594.594,,FALSE POSITIVE,K2
12.7256,3.432,0.0425,2.16,0.0198,,1.001,,,,CANDIDATE,K2
45.4939,8.28,0.1221,7.17,0.0404,,1.626,,,,CANDIDATE,K2
12.092216,8.5104,,4.7,0.051,,0.84,,,,CANDIDATE,K2
12.092199,,,5.84432297,0.054068,5333.0,0.990979,,,,CANDIDATE,K2
12.09259,8.712,0.3608,14.7,0.0548,,2.46,,,,CANDIDATE,K2
10.7946,,,,0.0314,5045.0,0.62,,,,CANDIDATE,K2
10.7946,3.336,0.1344,2.34,0.0347,,0.618,,,,CANDIDATE,K2
4.06643,1.56,0.035,1.22,0.0181,,0.618,,,,CANDIDATE,K2
57.8396,6.552,0.899,9.8,0.123,,0.729,,,,CANDIDATE,K2
4.49161,2.64,0.0538,2.01,0.0224,,0.823,,,,CANDIDATE,K2
19.496649,,,2.21599278,0.017586,5758.0,1.155241,,,,CANDIDATE,K2
19.4989,4.608,0.0402,2.32,0.0196,,1.085,,,,CANDIDATE,K2
3.78177,2.448,0.0249,1.81,0.0151,,1.095,,,,CANDIDATE,K2
9.073266,6.9456,1.7165,23.32,0.1213,,1.763,,,,CANDIDATE,K2
2.010607,1.8,,1.28,0.019,3806.0,0.618,0.61,,,CANDIDATE,K2
13.6094,2.784,0.168,2.44,0.0396,,0.564,,,,CANDIDATE,K2
5.23587,3.672,0.1336,4.86,0.0357,,1.248,,,,CANDIDATE,K2
5.235714,3.4512,,4.3,0.0337,,1.17,,,,CANDIDATE,K2
2.43807,1.416,0.1079,2.15,0.0315,,0.625,,,,CANDIDATE,K2
6.80111,1.176,0.415,1.96,0.0617,,0.291,,,,CANDIDATE,K2
0.36432247904,0.2120684,3.82167895,6.95273914,,3473.0,0.347331,,329.3049,1086.47,CANDIDATE,K2
0.728639,0.3696,,17.2,0.2287,,0.69,,,,CANDIDATE,K2
17.1057,3.432,1.006,5.91,0.0915,,0.592,,,,CANDIDATE,K2
7.30383,1.3704,0.0849,2.18,0.0279,,0.715,,,,CANDIDATE,K2
7.3274,,,2.1225,,5197.0,0.96,1.365,104.428,,FALSE POSITIVE,K2
4.684559,2.9,,4.757,0.0368,5829.0,1.184,0.901,,,CANDIDATE,K2
57.8415,8.16,0.1602,6.13,0.0376,,1.495,,,,CANDIDATE,K2
0.762406,,,0.99,0.01,5620.0,0.89,,,,CONFIRMED,K2
9.4538,4.92,0.0375,1.91,0.0188,,0.932,,,,CANDIDATE,K2
7.51114,2.4,0.193,2.98,0.0425,,0.643,,,,CANDIDATE,K2
10.4347,3.456,0.039,1.69,0.019,,0.816,,,,CANDIDATE,K2
15.246593,3.7608,,78.0,0.3744,,1.91,,,,CANDIDATE,K2
0.705386,1.704,0.0262,1.73,0.0156,,1.013,,,,CONFIRMED,K2
0.70531,,,1.48,0.0146,,,0.94,,,CONFIRMED,K2
0.70531,,,1.6,0.0145,5499.0,1.0,,,,CONFIRMED,K2
4.284523,,,1.30280156,0.019208,4360.0,0.62182,,,,CANDIDATE,K2
4.28475,1.1688,,1.2,0.0201,,0.55,,,,CANDIDATE,K2
4.28446,1.1952,0.0424,1.98,0.0194,,0.934,,,,CANDIDATE,K2
6.53046,2.4,0.22,3.36,0.0445,,0.692,,,,CANDIDATE,K2
6.53074,,,,0.0477,3628.0,0.69,,,,CANDIDATE,K2
,11.64,0.2809,6.71,0.049,,1.256,,,,CANDIDATE,K2
14.753,2.328,0.251,3.0,0.0486,,0.5666,,,,CANDIDATE,K2
21.77635,2.1696,2.843,37.0,0.306,,1.122,,,,CANDIDATE,K2
21.776971,2.2008,,19.9,0.2177,,0.84,,,,CANDIDATE,K2
8.78627,1.392,0.0645,3.16,0.0244,,1.184,,,,CANDIDATE,K2
57.10412,5.1696,0.3222,5.61,0.0529,,0.971,,,,CANDIDATE,K2
57.1050077,5.271,0.3388,5.93946,,5816.0,0.97,,13.1521,530.0,CANDIDATE,K2
20.21535,3.408,0.0661,2.61,0.0246,,0.971,,,,CANDIDATE,K2
39.3266,8.28,0.063,3.57,0.0243,,1.346,,,,CANDIDATE,K2
7.64514,2.592,0.2285,6.5,0.056,,1.06,,,,CANDIDATE,K2
46.47688,6.504,1.5,62.0,0.238,,2.394,,,,CANDIDATE,K2
,8.16,0.4902,12.32,0.0665,,1.698,,,,CANDIDATE,K2
6.73572,,,,0.01853,5740.0,1.17,,,,CANDIDATE,K2
6.73511,4.992,0.0661,3.9,0.0304,,1.167,,,,CANDIDATE,K2
15.1563,4.92,0.0622,3.01,0.0237,,1.167,,,,CANDIDATE,K2
13.26773,1.056,0.1965,4.04,0.0456,,0.813,,,,CANDIDATE,K2
7.14238,1.152,0.0589,1.75,0.0236,,0.679,,,,CANDIDATE,K2
2.653275,3.9168,0.14384,118.0,0.0434,,24.8,,,,CANDIDATE,K2
2.65323,,,62.27721531,0.041582,4621.0,13.730692,,,,CANDIDATE,K2
40.938,6.552,0.1009,3.57,0.0302,,1.083,,,,CANDIDATE,K2
29.435233,,,2.91662791,0.022292,5785.0,1.199507,,,,CANDIDATE,K2
10.228,,,,0.0309,4081.0,0.456,,,,CANDIDATE,K2
10.22657,3.336,0.1552,2.71,0.0365,,0.681,,,,CANDIDATE,K2
3.91764,2.496,0.0419,2.94,0.02,,1.35,,,,CANDIDATE,K2
6.4063,1.728,0.19,0.888,0.0418,,0.195,,,,CANDIDATE,K2
31.9761,5.928,0.0653,3.92,0.0246,,1.461,,,,CANDIDATE,K2
0.571336,1.4496,,1.8,0.0174,,0.97,,,,CONFIRMED,K2
0.571336,1.79,,1.82,0.01745,5496.0,0.95,0.92,4293.0,2063.0,CONFIRMED,K2
0.571285,1.5072,0.02847,1.816,0.01633,,1.02,,,,CONFIRMED,K2
0.5713127,1.54,0.0241,1.676,0.01553,5578.0,0.99,0.913,4656.0,2299.0,CONFIRMED,K2
0.571308,,,1.46,0.0161,5590.0,0.83,0.93,,,CONFIRMED,K2
0.571331,,,1.82,0.0171,5617.0,0.98,0.97,,2119.0,CONFIRMED,K2
0.571299,,,1.66855539,0.016876,5590.0,0.906429,0.966939,,,CONFIRMED,K2
0.571292,1.532,,1.52,0.01601,5470.0,0.869,0.945,,2333.0,CONFIRMED,K2
0.571,,,1.712,0.01598,5496.0,0.981,0.902,,,CONFIRMED,K2
0.571292,,,1.725,,5532.0,0.988,0.95,4670.0,2300.0,CONFIRMED,K2
0.571212,,,1.6,0.0157,5613.0,0.95,,,,CONFIRMED,K2
0.571282,,,1.87,,5496.0,0.995,0.91,4740.0,2115.0,CONFIRMED,K2
13.338687,3.4392,,2.8,0.0265,,0.97,,,,CONFIRMED,K2
13.3397,,,2.836,,5532.0,0.988,0.95,70.0,805.0,CONFIRMED,K2
13.33877,4.44,0.0903,3.79,0.0341,,1.02,,,,CONFIRMED,K2
13.339746,,,2.70490157,0.027358,5590.0,0.906429,0.966939,,,CONFIRMED,K2
13.33918,,,3.01,,5496.0,0.995,0.91,71.0,740.0,CONFIRMED,K2
13.33989,3.661,0.0693,2.84,0.02659,5578.0,0.99,0.913,70.0,804.0,CONFIRMED,K2
13.3387,3.5,,2.77,0.0265,5496.0,0.95,0.92,64.0,722.0,CONFIRMED,K2
13.341245,,,2.53,0.028,5590.0,0.83,0.93,,,CONFIRMED,K2
13.334615,,,2.2,0.0209,5613.0,0.95,,,,CONFIRMED,K2
13.3397,3.66,,2.5,0.02632,5470.0,0.869,0.945,,774.0,CONFIRMED,K2
13.339079,,,2.73,0.0256,5617.0,0.98,0.97,,741.0,CONFIRMED,K2
8.133218,,,2.05114626,0.017403,5966.0,1.080518,,,,CANDIDATE,K2
8.1344,1.92,0.0389,2.36,0.0188,,1.153,,,,CANDIDATE,K2
17.78804,1.68,0.0527,2.78,0.0221,,1.153,,,,CANDIDATE,K2
2.52894,1.8,0.0204,1.44,0.0137,,0.962,,,,CANDIDATE,K2
2.311162,4.0296,,51.6,0.3002,,1.58,,,,CANDIDATE,K2
3.128977,3.3,,1.282,0.012,5140.0,0.976,1.478,,,CANDIDATE,K2
0.872893,3.4368,6.8394,,,,,,,,FALSE POSITIVE,K2
15.35092,3.6,2.386,16.31,0.1505,5417.0,0.943467,0.94,,734.0,CANDIDATE,K2
15.32811688418,4.1138054,3.0096534,16.40718966,,5417.0,0.943467,,49.0177,674.85,CANDIDATE,K2
15.78132,3.4008,1.028,10.87,0.0982,,,,,741.0,CANDIDATE,K2
15.78157905706,3.9993972,1.20077993,11.76767971,,5780.0,1.0,,65.8904,726.65,CANDIDATE,K2
5.20256,1.3992,0.113,3.58,0.0338,5489.0,0.995782,0.96,,1000.0,CANDIDATE,K2
16.770556,,,13.24001074,0.042199,4939.0,2.87646,,,,FALSE POSITIVE,K2
16.77217,12.4008,0.199,19.29,0.0448,4898.0,3.88053,,,1173.0,FALSE POSITIVE,K2
48.249552,,,17.99855135,0.172572,5792.0,0.956171,,,,CANDIDATE,K2
25.988289,,,316.73370059,0.182018,4382.0,15.95329,,,,CANDIDATE,K2
18.69646,2.2008,0.082,2.35,0.0278,5212.0,0.764037,0.89,,571.0,CANDIDATE,K2
12.20239,4.0008,0.128,4.15,0.037,5869.0,1.01169,1.06,,812.0,CANDIDATE,K2
4.18787,2.2008,0.014,1.36,0.0124,5589.98,0.972391,0.988,,1142.0,CANDIDATE,K2
19.57833,2.5992,0.1,2.77,0.0272,5613.0,0.940594,0.99,,644.0,CANDIDATE,K2
19.57572,,,2.84337254,0.028739,5611.0,0.90705,,,,CANDIDATE,K2
0.844548,0.58,,1.005,0.0558,3109.0,0.165,0.133,,,CANDIDATE,K2
11.73677,2.1,0.111,1.82,0.027,3984.72,0.761077,0.622,,516.0,CANDIDATE,K2
0.728113,,,1.1,0.0299,3782.0,0.32,,,,CONFIRMED,K2
0.72813,0.7992,0.068,1.27,0.0273,3506.0,0.423901,0.418179,,932.0,CONFIRMED,K2
25.58142,5.4,0.22,8.35,0.0406,5409.94,1.9082,0.94,,914.0,CANDIDATE,K2
10.583942,3.8,,2.72,0.0285,5280.0,0.874,0.947,,,CANDIDATE,K2
5.69046,3.3,0.533,18.81,0.0881,5549.0,1.80891,0.98,,1503.0,CANDIDATE,K2
1.055785,,,1.51966184,0.023503,4315.0,0.592773,,,,CANDIDATE,K2
37.20364,3.1008,0.28,5.1,0.0543,5476.0,0.829429,0.96,,498.0,CANDIDATE,K2
20.84919,4.9992,0.01,3.01,0.0103,9767.0,2.37225,2.49,,1349.0,CANDIDATE,K2
16.140442,,,2.05969274,0.019367,5870.0,0.975013,,,,CONFIRMED,K2
16.141132,,,2.332,,5868.0,0.999,0.97,69.7,804.0,CONFIRMED,K2
16.1388,,,2.18,,5839.0,0.998,0.95,68.9,734.0,CONFIRMED,K2
16.13655,2.1,0.036,2.02,0.0184,5886.0,0.995311,1.067,,739.0,CONFIRMED,K2
0.251647,,,27.97665274,0.259882,5833.0,0.986936,,,,CANDIDATE,K2
11.67254,3.1008,0.114,3.87,0.0283,5725.0,1.22705,1.02,,946.0,CANDIDATE,K2
4.03692,1.5,0.091,2.24,0.0285,4861.07,0.735009,0.792,,870.0,CANDIDATE,K2
4.036791,,,2.33800166,0.029426,4933.0,0.72841,,,,CANDIDATE,K2
3.137611,1.7208,3.671,,0.1713,3579.0,0.452762,0.5,,,CANDIDATE,K2
9.632039,0.98,,2.279,0.0299,4646.0,0.697,0.722,,,CANDIDATE,K2
18.239311,4.3,,3.792,0.0728,4015.0,0.477,1.621,,,CANDIDATE,K2
11.109675,2.6,,2.462,0.0343,4813.0,0.657,0.717,,,CANDIDATE,K2
5.138,,0.073,,,,,,,,CANDIDATE,K2
5.1392756,2.426,0.0862,2.17365,,4014.0,0.71,,41.3052,706.0,CANDIDATE,K2
10.7228,,,1.2998,,5909.0,1.114,0.883,175.686,,FALSE POSITIVE,K2
29.957262,2.9,,8.456,0.1089,4897.0,0.711,0.909,,,CANDIDATE,K2
8.04473,,,,0.0362,4975.0,0.79,,,,CANDIDATE,K2
11.82469,,,,0.0399,4975.0,0.79,,,,CANDIDATE,K2
2.0507,,,0.4064,,4514.0,0.645,0.769,232.818,,FALSE POSITIVE,K2
7.084267,3.0,,3.848,0.0461,4572.0,0.765,0.881,,,CANDIDATE,K2
20.676056,3.9,,3.302,0.0395,4572.0,0.765,0.881,,,CANDIDATE,K2
6.786539,2.9,,1.2,0.0113,5866.0,0.975,0.795,,,CANDIDATE,K2
2.988541,2.4,,3.504,0.0314,5761.0,1.023,0.877,,,CANDIDATE,K2
21.436032,3.0,,2.486,0.0487,3627.0,0.467,0.466,,,CANDIDATE,K2
0.8768,,,8.4683,,3734.0,0.515,0.512,4001.692,,FALSE POSITIVE,K2
0.877,,0.05,,,,,,,,FALSE POSITIVE,K2
6.39595,,,,0.01991,3972.0,0.68,,,,CANDIDATE,K2
3.853494,2.4,,6.957,0.0856,4459.0,0.744,0.838,,,CANDIDATE,K2
4.696045,2.4,,2.57,0.0301,5003.0,0.782,0.907,,,CANDIDATE,K2
8.6387,,,,0.0837,5120.0,0.647,,,,CANDIDATE,K2
3.98547,,,,0.0562,4256.0,0.72,,,,CANDIDATE,K2
16.607299,3.7,,2.532,0.0307,4878.0,0.756,1.011,,,CANDIDATE,K2
16.980197,4.1,,2.705,0.0282,5319.0,0.879,0.852,,,CANDIDATE,K2
1.827,,0.035,0.99,,3949.0,0.503,0.523,,986.0,CANDIDATE,K2
1.29655,2.1,,8.559,0.1338,3583.0,0.586,0.54,,,CANDIDATE,K2
3.379516,2.1,,4.742,0.0586,4940.0,0.741,0.767,,,CANDIDATE,K2
1.082361,1.2,,7.158,0.0381,5556.0,1.721,1.159,,,CANDIDATE,K2
1.082,,0.162,2.22,,3408.0,0.516,0.245,,928.0,CANDIDATE,K2
3.35,,0.063,0.97,,4408.0,0.427,0.276,,851.0,CANDIDATE,K2
9.32,,0.109,1.43,,4408.0,0.427,0.276,,516.0,CANDIDATE,K2
13.9145,,,,0.01276,6640.0,1.6,,,,CANDIDATE,K2
4.03776,,,,0.0374,4689.0,0.58,,,,CANDIDATE,K2
7.539949,4.0,,2.511,0.0191,5661.0,1.205,1.157,,,CANDIDATE,K2
5.10555,1.8,,10.889,0.0899,4938.0,1.109,1.873,,,CANDIDATE,K2
17.768404,3.3,,2.787,0.0335,4961.0,0.763,0.98,,,CANDIDATE,K2
4.464438,3.5,,6.184,0.0395,5894.0,1.434,1.046,,,CANDIDATE,K2
11.416439,2.0,,3.034,0.0616,3668.0,0.451,0.496,,,CANDIDATE,K2
7.21084,3.1,,2.26,0.0197,5739.0,1.053,0.787,,,CANDIDATE,K2
13.284219,2.7,,1.233,0.0286,3245.0,0.124,0.098,,,CANDIDATE,K2
24.213117,3.7,,0.505,0.0373,3245.0,0.124,0.098,,,CANDIDATE,K2
2.46564,5.5,,30.186,0.1107,7068.0,2.497,1.913,,,CANDIDATE,K2
18.896192,3.0,,1.975,0.0332,4459.0,0.545,0.488,,,CANDIDATE,K2
6.1802679,,,,0.068,6202.0,1.586,1.317,,,CONFIRMED,K2
6.18026138745,4.1830206,0.53838458,13.70374653,,6513.0,1.73931,,923.6302,1406.03,CONFIRMED,K2
6.180235,4.10808,0.464,11.780659,0.0681,6202.0,1.586,1.317,642.0,1401.0,CONFIRMED,K2
13.107894,4.3,,25.768,0.2183,5732.0,1.081,0.958,,,CANDIDATE,K2
1.925,,0.216,1.07,,3067.0,0.236,0.121,,452.0,CANDIDATE,K2
10.1997,,,,0.0178,5340.0,0.97,,,,CANDIDATE,K2
21.371372,6.6,,16.514,0.1327,4692.0,1.14,1.232,,,CANDIDATE,K2
7.098695,2.9,,1.837,0.0247,4857.0,0.681,0.809,,,CANDIDATE,K2
4.20566,,,,0.0267,5006.0,0.9,,,,CANDIDATE,K2
4.20507412692,1.1574129,0.12801794,3.32404522,,5086.0,0.877822,,197.5133,956.13,CANDIDATE,K2
9.7051,,,,0.0197,5090.0,1.24,,,,CANDIDATE,K2
0.73217,1.3,,1.108,0.0123,4641.0,0.827,0.836,,,CANDIDATE,K2
5.2289874,3.386,0.032,2.3513,,6213.0,1.28,,538.64,1342.0,CANDIDATE,K2
5.228352,3.5,,2.282,0.0164,6265.0,1.272,0.988,,,CANDIDATE,K2
3.1764,,,0.9532,,4434.0,0.741,0.861,133.976,,CANDIDATE,K2
2.419472,5.8,,36.563,0.1352,6830.0,2.476,2.086,,,CANDIDATE,K2
6.770834,6.7,,25.455,0.1039,6310.0,2.243,1.895,,,CANDIDATE,K2
14.616783,3.9,,2.119,0.0236,5174.0,0.821,1.016,,,CANDIDATE,K2
13.7579,,,,0.025,4860.0,0.76,,,,CANDIDATE,K2
3.3733,,,1.5839,,5634.0,0.779,0.693,109.437,,CANDIDATE,K2
8.4356,,,2.9192,,5634.0,0.779,0.693,704.732,,CANDIDATE,K2
3.09246,1.9,,2.413,0.0317,4051.0,0.698,0.813,,,CANDIDATE,K2
20.379434,14.0,,24.603,0.0529,4993.0,4.259,1.249,,,CANDIDATE,K2
4.420394,6.0,,10.293,0.0328,5943.0,2.875,2.489,,,CANDIDATE,K2
1.248905,1.8,,4.073,0.0289,5496.0,1.289,1.041,,,CANDIDATE,K2
12.505,,,1.673,,5214.0,0.975,1.027,58.958,,CANDIDATE,K2
11.95706,4.0,,2.635,0.0291,5292.0,0.829,0.954,,,CANDIDATE,K2
7.624,,,2.4551,,5998.0,1.29,1.053,321.73,,CANDIDATE,K2
6.363302,1.5,,2.786,0.0311,4482.0,0.819,1.022,,,CANDIDATE,K2
5.164157,2.2,,1.006,0.0113,3832.0,0.627,0.612,,,CANDIDATE,K2
18.001053,5.2,,3.794,0.0333,5579.0,1.043,0.903,,,CANDIDATE,K2
9.426901,2.3,,5.543,0.0356,5895.0,1.427,1.128,,,CANDIDATE,K2
4.71688,2.3,,3.725,0.0487,4846.0,0.701,0.857,,,CANDIDATE,K2
18.436944,3.9,,8.002,0.0859,5308.0,0.853,0.901,,,CANDIDATE,K2
5.7519475,2.428,0.12,2.96374,,4181.8,0.84,,37.7733,690.0,CANDIDATE,K2
5.751763,2.6,,2.378,0.03,4256.0,0.726,0.802,,,CANDIDATE,K2
10.472764,3.1,,2.354,0.0297,4256.0,0.726,0.802,,,CANDIDATE,K2
3.917682,2.4,,5.581,0.0779,4566.0,0.656,0.763,,,CANDIDATE,K2
3.577501,1.662,0.13,3.3001,,4642.1,0.87,,95.4633,870.0,CANDIDATE,K2
3.577394,1.7,,3.05,0.035,4626.0,0.799,0.87,,,CANDIDATE,K2
14.390721,4.0,,2.55,0.0228,5872.0,1.025,0.863,,,CANDIDATE,K2
9.032248,3.0,,2.364,0.0284,4967.0,0.762,0.993,,,CANDIDATE,K2
16.100178,3.9,,2.576,0.031,4967.0,0.762,0.993,,,CANDIDATE,K2
2.491154,4.0,,9.774,0.051,6362.0,1.756,1.49,,,CANDIDATE,K2
1.754,,0.568,5.06,,4663.0,0.608,0.625,,873.0,CANDIDATE,K2
16.222,,0.056,1.28,,3852.0,0.503,0.518,,417.0,CANDIDATE,K2
2.571267,1.8,,5.97,0.0312,6216.0,1.75,1.566,,,CANDIDATE,K2
3650.0,53.6,0.18,12.44199,0.042,4898.0,2.7,0.9,0.19,183.0,CONFIRMED,K2
13.071041,5.2,,2.285,0.0168,5937.0,1.246,0.935,,,CANDIDATE,K2
28.848339,7.1,,3.657,0.0191,5344.0,1.75,0.698,,,CANDIDATE,K2
6.695687,3.4,,2.17,0.022,5320.0,0.905,0.869,,,CANDIDATE,K2
27.917236,5.0,,2.551,0.0258,5320.0,0.905,0.869,,,CANDIDATE,K2
17.818211,3.0,,2.77,0.0368,3878.0,0.689,0.645,,,CANDIDATE,K2
5.116834,4.9,,31.682,0.1824,6983.0,1.591,1.061,,,CANDIDATE,K2
7.522109,4.0,,2.249,0.0149,6356.0,1.386,1.067,,,CANDIDATE,K2
1.075,,0.095,,,3503.0,0.567,0.337,,,CANDIDATE,K2
18.786043,3.6,,2.846,0.0337,5450.0,0.773,0.665,,,CANDIDATE,K2
15.320606,4.2,,1.77,0.0145,5819.0,1.118,0.851,,,CANDIDATE,K2
7.943604,3.3,,1.992,0.021,5498.0,0.87,0.837,,,CANDIDATE,K2
7.815366,2.9,,2.403,0.0285,4884.0,0.755,0.994,,,CANDIDATE,K2
19.520805,3.9,,2.318,0.0275,4884.0,0.755,0.994,,,CANDIDATE,K2
39.57057,6.0,,23.661,0.1062,5166.0,2.041,0.876,,,CANDIDATE,K2
